Model,Best Val Accuracy,Min Val Loss
efficientnet_b0,98.73310810810811,0.043532110641929134
resnet50,98.5641891891892,0.056348513583223986
densenet121,98.5641891891892,0.04880119312508976
resnet101,98.47972972972973,0.04341597998506119
efficientnet_b4,97.80405405405405,0.06405389352978484
